REPORT_NUMBER,SUPPLEMENTAL_NUMBER,IYEAR,LOCAL_DATETIME,OPERATOR_ID,NAME,PIPE_FAC_NAME,ON_OFF_SHORE,ONSHORE_STATE_ABBREVIATION,ONSHORE_CITY_NAME,ONSHORE_COUNTY_NAME,LOCATION_LATITUDE,LOCATION_LONGITUDE,LOCATION_TYPE,INCIDENT_AREA_TYPE,INCIDENT_AREA_SUBTYPE,DEPTH_OF_COVER,SYSTEM_PART_INVOLVED,COULD_BE_HCA,COMMODITY_REACHED_HCA,CAUSE,CAUSE_DETAILS,COMMODITY_RELEASED_TYPE,COMMODITY_SUBTYPE,COMMODITY_DETAILS,UNINTENTIONAL_RELEASE_BBLS,INTENTIONAL_RELEASE_BBLS,RECOVERED_BBLS,PIPE_DIAMETER,PIPE_WALL_THICKNESS,PIPE_SMYS,PIPE_SPECIFICATION,INSTALLATION_YEAR,MATERIAL_INVOLVED,MATERIAL_DETAILS,RELEASE_TYPE,IGNITE_IND,EXPLODE_IND,SHUTDOWN_DUE_ACCIDENT_IND,SHUTDOWN_DATETIME,STILL_SHUTDOWN_IND,RESTART_DATETIME,NUM_PUB_EVACUATED,INJURY_IND,NUM_EMP_INJURIES,NUM_CONTR_INJURIES,NUM_ER_INJURIES,NUM_WORKER_INJURIES,NUM_GP_INJURIES,INJURE,FATALITY_IND,NUM_EMP_FATALITIES,NUM_CONTR_FATALITIES,NUM_ER_FATALITIES,NUM_WORKER_FATALITIES,NUM_GP_FATALITIES,FATAL,WILDLIFE_IMPACT_IND,FISH_AQUATIC_IMPACT_IND,BIRDS_IMPACT_IND,TERRESTRIAL_IMPACT_IND,SOIL_CONTAMINATION,LONG_TERM_ASSESSMENT,REMEDIATION_IND,SURFACE_WATER_REMED_IND,GROUNDWATER_REMED_IND,SOIL_REMED_IND,VEGETATION_REMED_IND,WILDLIFE_REMED_IND,WATER_CONTAM_IND,OCEAN_SEAWATER_IND,SURFACE_CONTAM_IND,GROUNDWATER_CONTAM_IND,DRINKING_WATER_CONTAM_IND,PRIVATE_WELL_CONTAM_IND,PUBLIC_WATER_CONTAM_IND,EST_COST_OPER_PAID,EST_COST_GAS_RELEASED,EST_COST_PROP_DAMAGE,EST_COST_EMERGENCY,EST_COST_ENVIRONMENTAL,EST_COST_OTHER,INCIDENT_IDENTIFIED_DATETIME,ON_SITE_DATETIME
20210065,35597,2021,2/11/21 14:30,18092,"""""""""""""""""""""""""""""""""""""""""""""""""SFPP, LP""""""""""""""""""""""""""""""""""""""""""""""""",WATSON STATION,ONSHORE,CA,LONG BEACH,LOS ANGELES,33.845105,-118.230477,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),,22.8,NA,22.8,NA,,,,1989,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,1643,425000,0,5500,0,2/11/21 14:30,2/11/21 14:30
20210060,34982,2021,2/9/21 11:33,300,"""""""""""""""""""""""""""""""""""""""""""""""""PLAINS PIPELINE, L.P.""""""""""""""""""""""""""""""""""""""""""""""""",HENDRICK TANK FARM,ONSHORE,TX,WINK,WINKLER,31.79256,-103.13336,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,INCORRECT OPERATION,OTHER INCORRECT OPERATION,CRUDE OIL,,,0,NA,0,NA,,,,1949,CARBON STEEL,,OTHER,YES,NO,YES,2/9/21 11:50,,2/9/21 14:28,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,48000,0,131000,0,0,2/9/21 11:33,2/9/21 11:33
20210064,34986,2021,2/9/21 7:15,31720,"""""""""""""""""""""""""""""""""""""""""""""""""EXPRESS HOLDINGS (USA), LLC""""""""""""""""""""""""""""""""""""""""""""""""",GUERNSEY TERMINAL,ONSHORE,WY,GUERNSEY,PLATTE,42.22516,-104.691766,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,CRUDE OIL,,,0.4,NA,0.4,NA,,,,2020,MATERIAL OTHER THAN CARBON STEEL,SILICON CARBIDE,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,21,4856,1695,2000,0,2/9/21 7:15,2/9/21 7:15
20210057,35181,2021,2/8/21 18:38,18718,SUNOCO PIPELINE L.P.,AMERIGAS DELIVERY SITE,ONSHORE,PA,SINKING SPRING BOROUGH,BERKS,40.31882,-76.03759,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,BUTANE,1.19,2.14,0,NA,,,,2019,MATERIAL OTHER THAN CARBON STEEL,RUBBER,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,50,100,1900,0,0,2/8/21 18:38,2/8/21 20:45
20210043,35700,2021,2/4/21 14:48,31618,ENTERPRISE PRODUCTS OPERATING LLC,EAGLE FORD NGL P/L,ONSHORE,TX,LA PORTE,HARRIS,29.719145,-95.060492,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,INCORRECT OPERATION,EQUIPMENT NOT INSTALLED PROPERLY,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,OTHER HVL,Y GRADE,0.1,1,0,NA,,,,2020,CARBON STEEL,,LEAK,YES,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,100,41000,0,0,0,2/4/21 15:15,2/4/21 15:15
20210054,35770,2021,2/3/21 9:00,39534,TORRANCE VALLEY PIPELINE COMPANY LLC,G-13,ONSHORE,CA,MARICOPA,KERN,35.0764469,-119.3883459,PIPELINE RIGHT-OF-WAY,UNDERGROUND,UNDER SOIL,82,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,CRUDE OIL,,,10,NA,10,8.625,0.219,52000,5L,1972,CARBON STEEL,,LEAK,NO,NO,YES,2/3/21 9:00,,2/4/21 19:55,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,400,158000,0,75000,0,2/3/21 9:18,2/3/21 9:18
20210053,34944,2021,2/2/21 18:30,30829,ENTERPRISE CRUDE PIPELINE LLC,HOBBS TO MIDLAND PIPELINE,ONSHORE,NM,Not Within a Municipality,LEA,32.6519,-103.1398,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,CORROSION FAILURE,INTERNAL CORROSION,CRUDE OIL,,,3,NA,3,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,YES,2/2/21 18:30,,2/3/21 1:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,164,800,11900,0,0,2/2/21 18:30,2/2/21 18:30
20210055,35068,2021,2/2/21 10:45,31555,KINDER MORGAN CO2 CO. LLC,"""""""""""""""""""""""""""""""""""""""""""""""""WHITE LAKE BLOCK VALVE, MP 415""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,NM,ROSWELL,CHAVEZ,33.60751,-104.08182,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,OTHER,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,CO2 (CARBON DIOXIDE),,,3.89,1.87,0,NA,,,,1982,MATERIAL OTHER THAN CARBON STEEL,ETHLENE PROPYLENE DIENE MONOMER (RUBBER),LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,16,45738,0,0,0,2/2/21 10:45,2/2/21 10:45
20210052,35329,2021,2/1/21 9:10,40026,"""""""""""""""""""""""""""""""""""""""""""""""""WINK TO WEBSTER PIPELINE, LLC""""""""""""""""""""""""""""""""""""""""""""""""",LINCOLN STATION,ONSHORE,TX,LINCOLN,LEE,30.2787778,-96.9438611,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,THREADED CONNECTION/COUPLING FAILURE,CRUDE OIL,,,3.25,NA,3.25,NA,,,,2020,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,172,7300,0,46000,0,2/1/21 9:10,2/1/21 9:10
20210039,35774,2021,2/1/21 6:30,2552,COLONIAL PIPELINE CO,KROTZ SPRINGS,ONSHORE,LA,KROTZ SPRINGS,ST. LANDRY,30.528829,-91.746864,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.5,NA,0.5,NA,,,,2020,MATERIAL OTHER THAN CARBON STEEL,VITON,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,30,20,28000,0,0,2/1/21 6:30,2/1/21 6:30
20210042,34903,2021,1/31/2021 8:40,10012,NUSTAR PIPELINE OPERATING PARTNERSHIP L.P.,DONALDSONVILLE JCT. - MARKSVILLE STATION,ONSHORE,LA,ST. JAMES,ST. JAMES,30.08247,-90.92077,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,ANHYDROUS AMMONIA,,0.46,0,0,NA,,,,1988,CARBON STEEL,,LEAK,NO,NO,YES,1/31/2021 8:49,,1/31/2021 16:09,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,0,500,0,0,0,1/31/2021 8:40,1/31/2021 10:24
20210047,35376,2021,1/29/2021 22:20,31574,"""""""""""""""""""""""""""""""""""""""""""""""""WESTERN REFINING LOGISTICS, LP""""""""""""""""""""""""""""""""""""""""""""""""",MASON STATION,ONSHORE,TX,ORLA,REEVES,31.806306,-103.814611,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,CRUDE OIL,,,12,NA,12,NA,,,,2015,CARBON STEEL,,LEAK,YES,NO,YES,1/29/2021 22:20,,2/4/21 16:15,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,150,471681,0,0,0,1/29/2021 22:15,1/29/2021 23:21
20210045,34911,2021,1/29/2021 8:39,18718,SUNOCO PIPELINE L.P.,AMDEL PIPELINE,ONSHORE,TX,GARDEN CITY,GLASSCOCK,31.919713,-101.314013,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW""""""""""""""""""""""""""""""""""""""""""""""""",CRUDE OIL,,,0.59,NA,0.59,NA,,,,1926,CARBON STEEL,,OVERFILL OR OVERFLOW,NO,NO,YES,1/29/2021 8:39,,1/29/2021 16:45,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,25,0,0,500,0,1/29/2021 9:00,1/29/2021 9:00
20210046,37531,2021,1/29/2021 4:20,39149,IMTT-BAYONNE,IMTT-BAYONNE,ONSHORE,NJ,BAYONNE,HUDSON,40.64944,-74.14049,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,OTHER,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.23,NA,0.1,NA,,,,1952,CARBON STEEL,,LEAK,YES,NO,,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,18,31054,4335,0,700,1/29/2021 4:20,1/29/2021 5:00
20210048,34921,2021,1/27/2021 14:10,32147,MARATHON PIPE LINE LLC,"""""""""""""""""""""""""""""""""""""""""""""""""OWENSBORO - CATLETTSBURG 24"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" CRUDE""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,KY,LEBANON JUNCTION,BULLITT,37.86345,-85.71671,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,UNDER SOIL,96,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,CRUDE OIL,,,8,NA,8,20,0.375,35000,UNKNOWN,1973,CARBON STEEL,,LEAK,NO,NO,YES,1/27/2021 14:10,,2/2/21 12:34,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,400,39160,35336,0,0,1/27/2021 14:10,1/27/2021 14:10
20210041,35422,2021,1/26/2021 18:23,31618,ENTERPRISE PRODUCTS OPERATING LLC,NORTH PORT ARTHUR TERMINAL,ONSHORE,TX,PORT ARTHUR,JEFFERSON,29.91285,-94.008,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE TERMINAL/TANK FARM EQUIPMENT AND PIPING,YES,YES,INCORRECT OPERATION,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, VESSEL, OR SUMP/SEPARATOR ALLOWED OR CAUSED TO OVERFILL OR OVERFLOW""""""""""""""""""""""""""""""""""""""""""""""""",REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,146,NA,146,NA,,,,2009,MATERIAL OTHER THAN CARBON STEEL,FIBERGLASS,OVERFILL OR OVERFLOW,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,8870,0,60000,39862,0,1/26/2021 18:23,1/26/2021 18:23
20210036,34897,2021,1/26/2021 15:00,26045,"""""""""""""""""""""""""""""""""""""""""""""""""PAR HAWAII REFINING, LLC""""""""""""""""""""""""""""""""""""""""""""""""",10 INCH HONOLULU PIPELINE,ONSHORE,HI,PEARL CITY,HONOLULU,21.391835,-157.973109,PIPELINE RIGHT-OF-WAY,ABOVEGROUND,INSIDE OTHER ENCLOSED SPACE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,12,NA,12,NA,,,,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL,VITON SEAL,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,YES,YES,,,YES,,,NO,,,,NA,NA,NA,0,1920,2000,7000,15000,1500,1/27/2021 4:20,1/27/2021 5:05
20210044,34909,2021,1/26/2021 14:00,22610,"""""""""""""""""""""""""""""""""""""""""""""""""MAGELLAN PIPELINE COMPANY, LP""""""""""""""""""""""""""""""""""""""""""""""""",KINDER MORGAN PASADENA STATION,ONSHORE,TX,PASADENA,HARRIS,29.727059,-95.199526,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,UNDERGROUND,IN UNDERGROUND ENCLOSED SPACE (E.G. VAULT),48,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,YES,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,"""""""""""""""""""""""""""""""""""""""""""""""""DIESEL, FUEL OIL, KEROSENE, JET FUEL""""""""""""""""""""""""""""""""""""""""""""""""",,0.36,NA,0.36,NA,,,,UNKNOWN,MATERIAL OTHER THAN CARBON STEEL,VALVE PACKING,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,NO,,,,,,NO,,,,NA,NA,NA,0,0,20000,2000,0,0,1/26/2021 14:00,1/26/2021 14:00
20210040,34901,2021,1/25/2021 10:00,18718,SUNOCO PIPELINE L.P.,MILLENNIUM,ONSHORE,TX,LONGVIEW,GREGG,32.4823,-94.83008,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,YES,NO,EQUIPMENT FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,CRUDE OIL,,,1,NA,1,NA,,,,1931,CARBON STEEL,,OVERFILL OR OVERFLOW,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,53,0,0,11075,0,1/25/2021 10:00,1/25/2021 10:00
20210037,35375,2021,1/22/2021 10:42,31684,PHILLIPS 66 PIPELINE LLC,PH-13,ONSHORE,TX,Not Within a Municipality,MOORE,35.8072993,-101.6419247,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,EQUIPMENT FAILURE,NON-THREADED CONNECTION FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,LPG (LIQUEFIED PETROLEUM GAS)  /  NGL (NATURAL GAS LIQUID),,0.45,0,0,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,10,1000,0,5000,0,1/22/2021 9:50,1/22/2021 9:50
20210038,35127,2021,1/22/2021 6:38,30782,HARVEST MIDSTREAM COMPANY,THREE RIVERS-KARNES STATION,ONSHORE,TX,Not Within a Municipality,KARNES,28.84714,-98.08643,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,OTHER,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,CRUDE OIL,,,0.24,NA,0.24,NA,,,,UNKNOWN,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,14,15000,180,5000,0,1/22/2021 6:16,1/22/2021 6:16
20210050,36181,2021,1/20/2021 10:30,31023,CITGO REFINING & CHEMICAL CO. L.P.,"""""""""""""""""""""""""""""""""""""""""""""""""D08 24"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" CAT FEED""""""""""""""""""""""""""""""""""""""""""""""""",ONSHORE,TX,CORPUS CHRISTI,NUECES COUNTY,27.82173,-97.43572,PIPELINE RIGHT-OF-WAY,TRANSITION AREA,SOIL/AIR INTERFACE,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE PIPELINE, INCLUDING VALVE SITES""""""""""""""""""""""""""""""""""""""""""""""""",YES,YES,CORROSION FAILURE,EXTERNAL CORROSION,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,OTHER,LIGHT CYCLE OIL,0.1,NA,0.1,24,0.25,24000,API 5L,1959,CARBON STEEL,,LEAK,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,0,400000,0,50000,0,1/28/2021 10:50,1/28/2021 10:50
20210049,36059,2021,1/19/2021 9:20,31174,"""""""""""""""""""""""""""""""""""""""""""""""""SHELL PIPELINE CO., L.P.""""""""""""""""""""""""""""""""""""""""""""""""",CARSON TANK TERMINAL,ONSHORE,CA,CARSON,LOS ANGELES,33.839358,-118.236831,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,"""""""""""""""""""""""""""""""""""""""""""""""""TANK, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",,,"""""""""""""""""""""""""""""""""""""""""""""""""ONSHORE BREAKOUT TANK OR STORAGE VESSEL, INCLUDING ATTACHED APPURTENANCES""""""""""""""""""""""""""""""""""""""""""""""""",NO,NO,CORROSION FAILURE,EXTERNAL CORROSION,REFINED AND/OR PETROLEUM PRODUCT (NON-HVL) WHICH IS A LIQUID AT AMBIENT CONDITIONS,GASOLINE (NON-ETHANOL),,0.1,NA,0,NA,,,,1927,CARBON STEEL,,LEAK,NO,NO,YES,1/20/2021 6:00,,3/2/21 15:00,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,NO,NO,NO,,,,,,NO,,,,NA,NA,NA,0,50,472820,0,0,0,1/19/2021 9:20,1/19/2021 9:20
20210031,34893,2021,1/18/2021 8:45,30829,ENTERPRISE CRUDE PIPELINE LLC,EL CAMINO STATION,ONSHORE,TX,Not Within a Municipality,MIDLAND,31.6561,-102.248111,TOTALLY CONTAINED ON OPERATOR-CONTROLLED PROPERTY,ABOVEGROUND,TYPICAL ABOVEGROUND FACILITY PIPING OR APPURTENANCE,,ONSHORE PUMP/METER STATION EQUIPMENT AND PIPING,NO,NO,EQUIPMENT FAILURE,OTHER EQUIPMENT FAILURE,CRUDE OIL,,,3.5,NA,3.5,NA,,,,UNKNOWN,CARBON STEEL,,OVERFILL OR OVERFLOW,NO,NO,NO,,,,0,NO,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,0,NO,,,,YES,NO,YES,,,YES,,,NO,,,,NA,NA,NA,0,200,1500,3100,0,0,1/18/2021 8:45,1/18/2021 8:45
